-165680.783429077,-49281.4057450952,-29077.6798349049,-20229.7405630255,-12170.8870156779,-10649.757378513,-7792.97713701562,-4364.1971568066,-3972.46932756109,-2740.61885490955,-2928.56972185959,-2239.51374127216,-1246.38270825027,-875.005048506317,-763.93235310866
65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32768,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8192,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8192,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8192,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4096,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4096,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2048,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2048,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2048,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,512,0
