-9352.59378566859,-6828.20023962211,-3404.89361687939,-2593.1692377393,-3070.95820844519,-2899.07791188247,-2186.5265662872,-1319.04463057925,-1261.54399192731,-942.505733419264,-1070.56480252684,-884.005156762663,-485.767692010449,-284.594595725138,-133.246440571225
8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2048,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2048,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2048,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2048,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1024,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1024,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,512,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,512,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,512,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,256,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,64,0
